PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_478	chr5	9060267	9060267	+	463.885	NA	intron (NM_003966, intron 18 of 22)	intron (NM_003966, intron 18 of 22)	-6372	NR_039779	100616326		NR_039779	ENSG00000266415	MIR4636	mir-4636	microRNA 4636	ncRNA
master_peak_7964	chr5	172006919	172006919	+	463.873	NA	promoter-TSS (NM_033645)	promoter-TSS (NM_033645)	-46	NM_012300	23291	Hs.484138	NM_012300	ENSG00000072803	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos	F-box and WD repeat domain containing 11	protein-coding
master_peak_6281	chr5	140251936	140251936	+	463.77	NA	intron (NM_002622, intron 3 of 3)	intron (NM_002622, intron 3 of 3)	51165	NM_002622	5201	Hs.483564	NM_002622	ENSG00000113068	PFDN1	PDF|PFD1	prefoldin subunit 1	protein-coding
master_peak_6825	chr5	149063343	149063343	+	463.685	NA	promoter-TSS (NR_030310)	promoter-TSS (NR_030310)	26	NR_122044	255187	Hs.149321	NR_122044	ENSG00000250072	SH3TC2-DT	-	SH3TC2 divergent transcript	ncRNA
master_peak_8078	chr5	173616949	173616949	+	463.509	NA	promoter-TSS (NM_001159651)	promoter-TSS (NM_001159651)	-286	NM_001159651	91272	Hs.425091	NM_138369	ENSG00000145919	BOD1	FAM44B	biorientation of chromosomes in cell division 1	protein-coding
master_peak_2411	chr5	56909963	56909963	+	462.589	NA	promoter-TSS (NM_001323020)	promoter-TSS (NM_001323020)	-94	NM_001323020	133383	Hs.85950	NM_153706	ENSG00000155542	SETD9	C5orf35	SET domain containing 9	protein-coding
master_peak_6095	chr5	137754739	137754739	+	460.312	NA	promoter-TSS (NM_006805)	promoter-TSS (NM_006805)	-376	NM_006805	10949	Hs.96996	NM_006805	ENSG00000177733	HNRNPA0	HNRPA0	heterogeneous nuclear ribonucleoprotein A0	protein-coding
master_peak_6953	chr5	150317574	150317574	+	459.094	NA	Intergenic	Intergenic	-14669	NM_001012301	340075	Hs.591252	NM_001012301	ENSG00000183876	ARSI	ASI|SPG66	arylsulfatase family member I	protein-coding
master_peak_5399	chr5	124629427	124629427	+	457.967	NA	Intergenic	Intergenic	115685	NM_020747	57507	Hs.266616	NM_020747	ENSG00000168916	ZNF608	NY-REN-36	zinc finger protein 608	protein-coding
master_peak_5708	chr5	131635613	131635613	+	457.264	NA	promoter-TSS (NM_001164386)	promoter-TSS (NM_001164386)	-384	NM_001164390	51735	Hs.483329	NM_016340	ENSG00000158987	RAPGEF6	KIA001LB|PDZ-GEF2|PDZGEF2|RA-GEF-2|RAGEF2	Rap guanine nucleotide exchange factor 6	protein-coding
master_peak_8279	chr5	177194621	177194621	+	456.857	NA	intron (NM_172349, intron 4 of 23)	intron (NM_172349, intron 4 of 23)	60392	NM_001365684	64324	Hs.106861	NM_022455	ENSG00000165671	NSD1	ARA267|KMT3B|SOTOS|SOTOS1|STO	nuclear receptor binding SET domain protein 1	protein-coding
master_peak_838	chr5	14810066	14810066	+	453.584	NA	intron (NM_054027, intron 1 of 11)	intron (NM_054027, intron 1 of 11)	15946	NR_039780	100616271		NR_039780	ENSG00000264792	MIR4637	-	microRNA 4637	ncRNA
master_peak_3311	chr5	75321319	75321319	+	452.218	NA	Intergenic	MER21B|LTR|ERVL	-15849	NM_001364187	3156	Hs.628096	NM_000859	ENSG00000113161	HMGCR	LDLCQ3	3-hydroxy-3-methylglutaryl-CoA reductase	protein-coding
master_peak_3026	chr5	69167269	69167269	+	449.742	NA	exon (NM_031966, exon 1 of 9)	exon (NM_031966, exon 1 of 9)	119	NM_031966	891	Hs.23960	NM_031966	ENSG00000134057	CCNB1	CCNB	cyclin B1	protein-coding
master_peak_3642	chr5	81972340	81972340	+	449.138	NA	intron (NM_031482, intron 1 of 7)	CpG	317	NM_031482	83734	Hs.713698	NM_031482	ENSG00000152348	ATG10	APG10|APG10L|pp12616	autophagy related 10	protein-coding
master_peak_3705	chr5	83077673	83077673	+	447.469	NA	promoter-TSS (NM_174909)	promoter-TSS (NM_174909)	126	NM_022406	7518	Hs.567359	NM_003401	ENSG00000152422	XRCC4	SSMED	X-ray repair cross complementing 4	protein-coding
master_peak_7128	chr5	153629372	153629372	+	447.168	NA	intron (NM_001258020, intron 3 of 16)	intron (NM_001258020, intron 3 of 16)	137200	NM_001258021	2890	Hs.519693	NM_000827	ENSG00000155511	GRIA1	GLUH1|GLUR1|GLURA|GluA1|HBGR1	glutamate ionotropic receptor AMPA type subunit 1	protein-coding
master_peak_1995	chr5	43121584	43121584	+	446.044	NA	promoter-TSS (NM_001330717)	promoter-TSS (NM_001330717)	19	NM_001330713	7690	Hs.535804	NM_003432	ENSG00000172262	ZNF131	ZBTB35|pHZ-10	zinc finger protein 131	protein-coding
master_peak_5883	chr5	134226562	134226562	+	445.409	NA	promoter-TSS (NM_002715)	promoter-TSS (NM_002715)	-489	NM_002715	5515	Hs.105818	NM_002715	ENSG00000113575	PPP2CA	NEDLBA|PP2Ac|PP2CA|PP2Calpha|RP-C	protein phosphatase 2 catalytic subunit alpha	protein-coding
master_peak_4793	chr5	109456137	109456137	+	443.699	NA	Intergenic	L1ME4b|LINE|L1	-46163	NM_014819	9867	Hs.483036	NM_014819	ENSG00000198961	PJA2	Neurodap1|RNF131	praja ring finger ubiquitin ligase 2	protein-coding
master_peak_994	chr5	17398828	17398828	+	443.269	NA	Intergenic	Intergenic	-5191	NR_134275	101929544	Hs.23725	NR_134273	ENSG00000248455	LINC02217	-	long intergenic non-protein coding RNA 2217	ncRNA
master_peak_8092	chr5	173888400	173888400	+	442.32	NA	promoter-TSS (NM_001308191)	promoter-TSS (NM_001308191)	51	NM_001308191	80315	Hs.127126	NM_030627	ENSG00000113742	CPEB4	CPE-BP4|hCPEB-4	cytoplasmic polyadenylation element binding protein 4	protein-coding
master_peak_6326	chr5	140726353	140726353	+	441.037	NA	TTS (NR_026705)	TTS (NR_026705)	194	NR_026705	56662		NR_026705	ENSG00000202515	VTRNA1-3	HVG3|VAULTRC3|VR3|hvg-3	vault RNA 1-3	ncRNA
master_peak_5583	chr5	128228354	128228354	+	437.413	NA	Intergenic	Intergenic	144588	NM_001256461	6558	Hs.162585	NM_001046	ENSG00000064651	SLC12A2	BSC|BSC2|NKCC1|PPP1R141	solute carrier family 12 member 2	protein-coding
master_peak_1767	chr5	38872580	38872580	+	437.388	NA	intron (NM_003999, intron 2 of 17)	intron (NM_003999, intron 2 of 17)	26568	NM_003999	9180	Hs.120658	NM_003999	ENSG00000145623	OSMR	IL-31R-beta|IL-31RB|OSMRB|PLCA1	oncostatin M receptor	protein-coding
master_peak_6121	chr5	138213692	138213692	+	437.164	NA	promoter-TSS (NM_004661)	promoter-TSS (NM_004661)	-369	NM_004661	8697	Hs.73625	NM_004661	ENSG00000094880	CDC23	ANAPC8|APC8|CUT23	cell division cycle 23	protein-coding
master_peak_1473	chr5	33789331	33789331	+	437.063	NA	intron (NM_001324511, intron 2 of 2)	intron (NM_001324511, intron 2 of 2)	102659	NM_030955	81792	Hs.12680	NM_030955	ENSG00000151388	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12	protein-coding
master_peak_5769	chr5	132390109	132390109	+	435.652	NA	intron (NM_003060, intron 6 of 9)	intron (NM_003060, intron 6 of 9)	-20193	NR_110997	553103	Hs.570908	NR_110997	ENSG00000233006	MIR3936HG	SLC22A5-AS1	MIR3936 host gene	ncRNA
master_peak_3093	chr5	72015504	72015504	+	435.565	NA	Intergenic	MER63B|DNA|hAT-Blackjack	-91971	NM_005909	4131	Hs.335079	NM_005909	ENSG00000131711	MAP1B	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B	protein-coding
master_peak_7583	chr5	163505816	163505816	+	434.916	NA	intron (NM_013283, intron 1 of 6)	CpG	197	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase 2B	protein-coding
master_peak_8291	chr5	177352099	177352099	+	433.222	NA	promoter-TSS (NM_006816)	promoter-TSS (NM_006816)	-431	NM_006816	10960	Hs.75864	NM_006816	ENSG00000169223	LMAN2	C5orf8|GP36B|VIP36	lectin, mannose binding 2	protein-coding
master_peak_1355	chr5	31532409	31532409	+	431.214	NA	promoter-TSS (NM_001100412)	promoter-TSS (NM_001100412)	108	NM_018356	55322	Hs.519246	NM_018356	ENSG00000082213	C5orf22	-	chromosome 5 open reading frame 22	protein-coding
master_peak_7977	chr5	172165150	172165150	+	430.825	NA	intron (NM_005990, intron 1 of 18)	intron (NM_005990, intron 1 of 18)	23074	NM_005990	6793	Hs.744005	NM_005990	ENSG00000072786	STK10	LOK|PRO2729	serine/threonine kinase 10	protein-coding
master_peak_4671	chr5	106398022	106398022	+	430.57	NA	Intergenic	Intergenic	612992	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
master_peak_6321	chr5	140691611	140691611	+	429.325	NA	promoter-TSS (NM_002109)	promoter-TSS (NM_002109)	116	NM_001258040	3035	Hs.528050	NM_002109	ENSG00000170445	HARS	CMT2W|HRS|USH3B	histidyl-tRNA synthetase	protein-coding
master_peak_959	chr5	17000690	17000690	+	429	NA	Intergenic	Intergenic	-64402	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
master_peak_5810	chr5	132963858	132963858	+	428.21	NA	promoter-TSS (NM_014423)	promoter-TSS (NM_014423)	-224	NM_014423	27125	Hs.519313	NM_014423	ENSG00000072364	AFF4	AF5Q31|CHOPS|MCEF	AF4/FMR2 family member 4	protein-coding
master_peak_3024	chr5	69094112	69094112	+	426.483	NA	promoter-TSS (NM_024055)	promoter-TSS (NM_024055)	98	NM_024055	64924	Hs.631975	NM_022902	ENSG00000145740	SLC30A5	ZNT5|ZNTL1|ZTL1|ZnT-5	solute carrier family 30 member 5	protein-coding
master_peak_5040	chr5	115170249	115170249	+	426.252	NA	promoter-TSS (NM_001300759)	promoter-TSS (NM_001300759)	-341	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_1540	chr5	34929579	34929579	+	426.196	NA	promoter-TSS (NM_001348420)	promoter-TSS (NM_001348420)	-14	NM_001348420	134218	Hs.131887	NM_194283	ENSG00000168724	DNAJC21	BMFS3|DNAJA5|GS3|JJJ1	DnaJ heat shock protein family (Hsp40) member C21	protein-coding
master_peak_3929	chr5	89037533	89037533	+	426.04	NA	intron (NR_136221, intron 3 of 6)	intron (NR_136221, intron 3 of 6)	-133428	NM_001131005	4208	Hs.649965	NM_002397	ENSG00000081189	MEF2C	C5DELq14.3|DEL5q14.3	myocyte enhancer factor 2C	protein-coding
master_peak_7254	chr5	157143110	157143110	+	425.597	NA	promoter-TSS (NM_004270)	promoter-TSS (NM_004270)	-245	NM_004270	9443	Hs.279902	NM_004270	ENSG00000155868	MED7	ARC34|CRSP33|CRSP9	mediator complex subunit 7	protein-coding
master_peak_6819	chr5	149002418	149002418	+	425.052	NA	3' UTR (NM_024577, exon 17 of 17)	3' UTR (NM_024577, exon 17 of 17)	59991	NR_030310	693169		NR_030310	ENSG00000207714	MIR584	MIRN584|hsa-mir-584	microRNA 584	ncRNA
master_peak_5857	chr5	133968927	133968927	+	423.751	NA	promoter-TSS (NM_020199)	promoter-TSS (NM_020199)	238	NR_134247	105379183	Hs.543907	NR_134247		LOC105379183	-	uncharacterized LOC105379183	ncRNA
master_peak_7575	chr5	163437764	163437764	+	423.336	NA	non-coding (NR_157051, exon 2 of 11)	non-coding (NR_157051, exon 2 of 11)	169	NM_004060	900	Hs.79101	NM_004060	ENSG00000113328	CCNG1	CCNG	cyclin G1	protein-coding
master_peak_5772	chr5	132426970	132426970	+	422.909	NA	intron (NR_161242, intron 2 of 3)	intron (NR_161242, intron 2 of 3)	16041	NR_161242	441108	Hs.658288	NM_001013717		C5orf56	-	chromosome 5 open reading frame 56	ncRNA
master_peak_6918	chr5	149960963	149960963	+	422.005	NA	5' UTR (NM_000112, exon 1 of 3)	5' UTR (NM_000112, exon 1 of 3)	226	NM_000112	1836	Hs.302738	NM_000112	ENSG00000155850	SLC26A2	D5S1708|DTD|DTDST|EDM4|MST153|MSTP157	solute carrier family 26 member 2	protein-coding
master_peak_4296	chr5	96573251	96573251	+	420.024	NA	intron (NR_130776, intron 4 of 4)	intron (NR_130776, intron 4 of 4)	-88786	NM_001042442	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
master_peak_6854	chr5	149358123	149358123	+	419.071	NA	promoter-TSS (NM_024028)	promoter-TSS (NM_024028)	77	NM_001301057	78991	Hs.644397	NM_024028	ENSG00000145882	PCYOX1L	-	prenylcysteine oxidase 1 like	protein-coding
master_peak_3183	chr5	73370984	73370984	+	417.853	NA	Intergenic	Intergenic	33078	NR_146627	105379033	Hs.145178	NR_146627		LINC02230	-	long intergenic non-protein coding RNA 2230	ncRNA
master_peak_4956	chr5	112976875	112976875	+	417.217	NA	promoter-TSS (NM_001242377)	promoter-TSS (NM_001242377)	77	NR_038352	167227	Hs.443875	NM_152624	ENSG00000172795	DCP2	NUDT20	decapping mRNA 2	protein-coding
master_peak_1119	chr5	20679374	20679374	+	416.262	NA	intron (NR_149120, intron 3 of 11)	Tigger7|DNA|TcMar-Tigger	-63839	NR_147185	105374677		NR_147185		LINC02146	-	long intergenic non-protein coding RNA 2146	ncRNA
master_peak_4963	chr5	113059772	113059772	+	415.291	NA	intron (NM_001085377, intron 14 of 18)	intron (NM_001085377, intron 14 of 18)	82974	NR_038352	167227	Hs.443875	NM_152624	ENSG00000172795	DCP2	NUDT20	decapping mRNA 2	protein-coding
master_peak_407	chr5	7869325	7869325	+	414.653	NA	promoter-TSS (NM_024091)	promoter-TSS (NM_024091)	177	NR_157172	4552	Hs.481551	NM_002454	ENSG00000124275	MTRR	MSR|cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding
master_peak_3716	chr5	83368710	83368710	+	414.551	NA	Intergenic	Intergenic	-102964	NM_001164097	1462	Hs.643801	NM_004385	ENSG00000038427	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	versican	protein-coding
master_peak_807	chr5	14406907	14406907	+	413.735	NA	intron (NM_007118, intron 33 of 56)	intron (NM_007118, intron 33 of 56)	-57076	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
master_peak_780	chr5	14165904	14165904	+	411.105	NA	intron (NM_007118, intron 1 of 56)	intron (NM_007118, intron 1 of 56)	22562	NR_134469	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|MEBAS|MRD44|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
master_peak_7831	chr5	169351107	169351107	+	409.472	NA	Intergenic	Intergenic	-49968	NM_001271946	6586	Hs.552087	NM_003062	ENSG00000184347	SLIT3	MEGF5|SLIL2|SLIT1|Slit-3|slit2	slit guidance ligand 3	protein-coding
master_peak_2421	chr5	57174126	57174126	+	408.036	NA	promoter-TSS (NM_022913)	promoter-TSS (NM_022913)	67	NM_022913	65056	Hs.444279	NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
master_peak_685	chr5	12392660	12392660	+	406.559	NA	Intergenic	HERV16-int|LTR|ERVL	-182197	NR_033383	404663	Hs.552273	NR_033383		LINC01194	CT49|TAG	long intergenic non-protein coding RNA 1194	ncRNA
master_peak_6001	chr5	136037605	136037605	+	406.445	NA	intron (NM_000358, intron 2 of 16)	intron (NM_000358, intron 2 of 16)	8617	NM_000358	7045	Hs.369397	NM_000358	ENSG00000120708	TGFBI	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	transforming growth factor beta induced	protein-coding
master_peak_4163	chr5	94111823	94111823	+	405.235	NA	promoter-TSS (NM_001163417)	promoter-TSS (NM_001163417)	-124	NM_001163417	83989	Hs.600086	NM_032042	ENSG00000113391	FAM172A	C5orf21|Toupee	family with sequence similarity 172 member A	protein-coding
master_peak_2352	chr5	55995375	55995375	+	404.974	NA	promoter-TSS (NR_120480)	promoter-TSS (NR_120480)	208	NR_102755	441072	Hs.482141	NR_102755	ENSG00000227908	FLJ31104	-	uncharacterized LOC441072	ncRNA
master_peak_4412	chr5	98773633	98773633	+	404.665	NA	promoter-TSS (NM_001366508)	promoter-TSS (NM_001366508)	-30	NM_001366508	285704	Hs.526902	NM_173670	ENSG00000174136	RGMB	DRAGON	repulsive guidance molecule BMP co-receptor b	protein-coding
master_peak_5497	chr5	126777079	126777079	+	404.053	NA	promoter-TSS (NM_001198557)	promoter-TSS (NM_001198557)	-57	NM_001198557	4001	Hs.89497	NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB	lamin B1	protein-coding
master_peak_5996	chr5	136007126	136007126	+	403.966	NA	Intergenic	Intergenic	-21862	NM_000358	7045	Hs.369397	NM_000358	ENSG00000120708	TGFBI	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	transforming growth factor beta induced	protein-coding
master_peak_3416	chr5	77492542	77492542	+	403.652	NA	promoter-TSS (NM_018268)	promoter-TSS (NM_018268)	-226	NM_018268	55255	Hs.482573	NM_018268	ENSG00000164253	WDR41	MSTP048	WD repeat domain 41	protein-coding
master_peak_8050	chr5	173057407	173057407	+	402.695	NA	intron (NM_001168393, intron 1 of 3)	CpG	1055	NM_001168393	153222	Hs.484195	NM_153607	ENSG00000164463	CREBRF	C5orf41|LRF	CREB3 regulatory factor	protein-coding
master_peak_1571	chr5	35617967	35617967	+	402.537	NA	5' UTR (NM_024867, exon 1 of 37)	5' UTR (NM_024867, exon 1 of 37)	104	NM_144722	79925	Hs.298863	NM_024867	ENSG00000152582	SPEF2	CT122|KPL2	sperm flagellar 2	protein-coding
master_peak_3426	chr5	77893870	77893870	+	402.098	NA	intron (NR_105012, intron 1 of 1)	intron (NR_105012, intron 1 of 1)	9214	NR_105012	101929154	Hs.252895	NR_105012		LOC101929154	-	uncharacterized LOC101929154	ncRNA
master_peak_4941	chr5	112707667	112707667	+	400.506	NA	5' UTR (NM_001354897, exon 1 of 15)	5' UTR (NM_001354897, exon 1 of 15)	169	NM_001354902	324	Hs.158932	NM_000038	ENSG00000134982	APC	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	APC regulator of WNT signaling pathway	protein-coding
master_peak_8422	chr5	179859092	179859092	+	400.17	NA	promoter-TSS (NM_016175)	promoter-TSS (NM_016175)	89	NR_134283	100996419	Hs.314414	NR_134283	ENSG00000245317	LOC100996419	-	uncharacterized LOC100996419	ncRNA
master_peak_298	chr5	5271580	5271580	+	400.066	NA	intron (NM_139056, intron 18 of 22)	intron (NM_139056, intron 18 of 22)	131250	NM_139056	170690	Hs.661915	NM_139056	ENSG00000145536	ADAMTS16	ADAMTS16s	ADAM metallopeptidase with thrombospondin type 1 motif 16	protein-coding
master_peak_5122	chr5	116652705	116652705	+	399.493	NA	Intergenic	Intergenic	-77882	NM_001300780	57556	Hs.156967	NM_020681	ENSG00000092421	SEMA6A	HT018|SEMA|SEMA6A1|SEMAQ|VIA	semaphorin 6A	protein-coding
master_peak_4245	chr5	95859229	95859229	+	397.724	NA	non-coding (NR_026936, exon 3 of 3)	non-coding (NR_026936, exon 3 of 3)	6997	NR_026936	202299	Hs.8373	NM_175616	ENSG00000236882	LINC01554	C5orf27|FIS	long intergenic non-protein coding RNA 1554	ncRNA
master_peak_5795	chr5	132737733	132737733	+	397.537	NA	promoter-TSS (NM_001300791)	promoter-TSS (NM_001300791)	-187	NM_001300792	11127	Hs.43670	NM_007054	ENSG00000131437	KIF3A	FLA10|KLP-20	kinesin family member 3A	protein-coding
master_peak_2837	chr5	65563438	65563438	+	396.977	NA	promoter-TSS (NM_001349367)	promoter-TSS (NM_001349367)	142	NM_015342	23398	Hs.121432	NM_015342	ENSG00000113593	PPWD1	-	peptidylprolyl isomerase domain and WD repeat containing 1	protein-coding
master_peak_590	chr5	10628168	10628168	+	396.389	NA	intron (NM_001164440, intron 2 of 3)	intron (NM_001164440, intron 2 of 3)	64098	NM_001164440	651746	Hs.26039	NM_001164440	ENSG00000164236	ANKRD33B	-	ankyrin repeat domain 33B	protein-coding
master_peak_3682	chr5	82635982	82635982	+	396.296	NA	Intergenic	L2c|LINE|L2	-204173	NR_039773	100616297		NR_039773	ENSG00000283359	MIR3977	-	microRNA 3977	ncRNA
master_peak_763	chr5	14011963	14011963	+	395.422	NA	Intergenic	Intergenic	-67483	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
master_peak_1106	chr5	20276814	20276814	+	395.096	NA	intron (NM_001349556, intron 1 of 13)	L1MA3|LINE|L1	-28737	NR_146519	102725105		NR_146519		CDH18-AS1	-	CDH18 antisense RNA 1	ncRNA
master_peak_1530	chr5	34718051	34718051	+	393.854	NA	intron (NM_001145525, intron 4 of 19)	intron (NM_001145525, intron 4 of 19)	30492	NM_001145523	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
master_peak_3013	chr5	68924936	68924936	+	393.749	NA	Intergenic	Intergenic	104991	NR_130778	101928885	Hs.630474	NR_130778		LINC02198	-	long intergenic non-protein coding RNA 2198	ncRNA
master_peak_7334	chr5	158385439	158385439	+	393.122	NA	intron (NR_109888, intron 1 of 6)	intron (NR_109888, intron 1 of 6)	24334	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_3318	chr5	75512026	75512026	+	391.319	NA	promoter-TSS (NM_001130105)	promoter-TSS (NM_001130105)	-45	NM_001130105	10087	Hs.270437	NM_005713	ENSG00000113163	CERT1	CERT|CERTL|COL4A3BP|GPBP|MRD34|STARD11	ceramide transporter 1	protein-coding
master_peak_1053	chr5	18698840	18698840	+	390.455	NA	Intergenic	LTR13_|LTR|ERVK	891566	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_7748	chr5	167815237	167815237	+	389.251	NA	intron (NM_001080428, intron 1 of 24)	intron (NM_001080428, intron 1 of 24)	60308	NM_001080428	57451	Hs.631957	NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
master_peak_5781	chr5	132491109	132491109	+	389.092	NA	promoter-TSS (NR_149069)	promoter-TSS (NR_149069)	-336	NM_001354925	3659	Hs.436061	NM_002198	ENSG00000125347	IRF1	IRF-1|MAR	interferon regulatory factor 1	protein-coding
master_peak_3847	chr5	87413186	87413186	+	388.547	NA	promoter-TSS (NM_001364076)	promoter-TSS (NM_001364076)	-153	NM_001363539	902	Hs.292524	NM_001239	ENSG00000134480	CCNH	CAK|CycH|p34|p37	cyclin H	protein-coding
master_peak_6317	chr5	140647926	140647926	+	387.915	NA	promoter-TSS (NM_006083)	promoter-TSS (NM_006083)	82	NR_037428	100500820		NR_037428	ENSG00000284325	MIR3655	-	microRNA 3655	ncRNA
master_peak_2284	chr5	54701573	54701573	+	385.563	NA	intron (NR_104658, intron 1 of 2)	intron (NR_104658, intron 1 of 2)	1751	NR_104659	102467080	Hs.637409	NR_104658		LOC102467080	-	uncharacterized LOC102467080	ncRNA
master_peak_8070	chr5	173455637	173455637	+	384.679	NA	Intergenic	Intergenic	108182	NR_107023	102465862		NR_107023	ENSG00000274994	MIR8056	hsa-mir-8056	microRNA 8056	ncRNA
master_peak_5717	chr5	131797368	131797368	+	384.63	NA	promoter-TSS (NM_001008738)	promoter-TSS (NM_001008738)	-351	NM_001008738	96459	Hs.591273	NM_133372	ENSG00000217128	FNIP1	-	folliculin interacting protein 1	protein-coding
master_peak_6574	chr5	144170943	144170943	+	383.411	NA	promoter-TSS (NM_030799)	promoter-TSS (NM_030799)	70	NM_020768	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
